iterations, time, cart::mass_pendulum[REAL], cart::mass_cart[REAL], cart::velocity[REAL], cart::position[REAL], cart::acceleration[REAL], cart::force[REAL], cart::force_pendulum[REAL], pendulum::cart_acceleration[REAL], pendulum::force[REAL], pendulum::length_pendulum[REAL], pendulum::angle[REAL], pendulum::mass_pendulum[REAL], pendulum::angular_velocity[REAL], controller::angle[REAL], controller::angular_velocity[REAL], controller::cart_velocity[REAL], controller::cart_position[REAL], controller::force[REAL]
7075, 70.75, 0.100000, 1.000000, 0.000009, 0.104720, -0.000005, -0.000012, 0.000006, -0.000005, 0.000006, 1.000000, 3.141587, 0.100000, 0.000045, 3.141587, 0.000045, 0.000009, 0.104720, -0.000012
7076, 70.76, 0.100000, 1.000000, 0.000009, 0.104720, -0.000006, -0.000013, 0.000005, -0.000006, 0.000005, 1.000000, 3.141587, 0.100000, 0.000046, 3.141587, 0.000046, 0.000009, 0.104720, -0.000013
7077, 70.77, 0.100000, 1.000000, 0.000009, 0.104720, -0.000007, -0.000014, 0.000005, -0.000007, 0.000005, 1.000000, 3.141588, 0.100000, 0.000046, 3.141588, 0.000046, 0.000009, 0.104720, -0.000014
7078, 70.78, 0.100000, 1.000000, 0.000009, 0.104720, -0.000008, -0.000014, 0.000004, -0.000008, 0.000004, 1.000000, 3.141588, 0.100000, 0.000047, 3.141588, 0.000047, 0.000009, 0.104720, -0.000014
7079, 70.79, 0.100000, 1.000000, 0.000009, 0.104720, -0.000009, -0.000015, 0.000004, -0.000009, 0.000004, 1.000000, 3.141589, 0.100000, 0.000047, 3.141589, 0.000047, 0.000009, 0.104720, -0.000015
7080, 70.8, 0.100000, 1.000000, 0.000009, 0.104720, -0.000010, -0.000015, 0.000003, -0.000010, 0.000003, 1.000000, 3.141589, 0.100000, 0.000047, 3.141589, 0.000047, 0.000009, 0.104720, -0.000015
7081, 70.81, 0.100000, 1.000000, 0.000009, 0.104721, -0.000011, -0.000016, 0.000003, -0.000011, 0.000003, 1.000000, 3.141589, 0.100000, 0.000047, 3.141589, 0.000047, 0.000009, 0.104721, -0.000016
7082, 70.82, 0.100000, 1.000000, 0.000008, 0.104721, -0.000012, -0.000016, 0.000002, -0.000012, 0.000002, 1.000000, 3.141590, 0.100000, 0.000048, 3.141590, 0.000048, 0.000008, 0.104721, -0.000016
7083, 70.83, 0.100000, 1.000000, 0.000008, 0.104721, -0.000013, -0.000017, 0.000001, -0.000013, 0.000001, 1.000000, 3.141590, 0.100000, 0.000048, 3.141590, 0.000048, 0.000008, 0.104721, -0.000017
7084, 70.84, 0.100000, 1.000000, 0.000008, 0.104721, -0.000014, -0.000017, 0.000001, -0.000014, 0.000001, 1.000000, 3.141591, 0.100000, 0.000048, 3.141591, 0.000048, 0.000008, 0.104721, -0.000017
7085, 70.85, 0.100000, 1.000000, 0.000008, 0.104721, -0.000015, -0.000017, 0.000000, -0.000015, 0.000000, 1.000000, 3.141591, 0.100000, 0.000048, 3.141591, 0.000048, 0.000008, 0.104721, -0.000017
7086, 70.86, 0.100000, 1.000000, 0.000008, 0.104721, -0.000016, -0.000018, -0.000000, -0.000016, -0.000000, 1.000000, 3.141592, 0.100000, 0.000048, 3.141592, 0.000048, 0.000008, 0.104721, -0.000018
7087, 70.87, 0.100000, 1.000000, 0.000008, 0.104721, -0.000016, -0.000018, -0.000001, -0.000016, -0.000001, 1.000000, 3.141592, 0.100000, 0.000048, 3.141592, 0.000048, 0.000008, 0.104721, -0.000018
7088, 70.88, 0.100000, 1.000000, 0.000007, 0.104721, -0.000017, -0.000018, -0.000001, -0.000017, -0.000001, 1.000000, 3.141593, 0.100000, 0.000048, 3.141593, 0.000048, 0.000007, 0.104721, -0.000018
7089, 70.89, 0.100000, 1.000000, 0.000007, 0.104721, -0.000018, -0.000019, -0.000002, -0.000018, -0.000002, 1.000000, 3.141593, 0.100000, 0.000048, 3.141593, 0.000048, 0.000007, 0.104721, -0.000019
7090, 70.9, 0.100000, 1.000000, 0.000007, 0.104721, -0.000019, -0.000019, -0.000002, -0.000019, -0.000002, 1.000000, 3.141594, 0.100000, 0.000047, 3.141594, 0.000047, 0.000007, 0.104721, -0.000019
7091, 70.91, 0.100000, 1.000000, 0.000007, 0.104721, -0.000020, -0.000019, -0.000003, -0.000020, -0.000003, 1.000000, 3.141594, 0.100000, 0.000047, 3.141594, 0.000047, 0.000007, 0.104721, -0.000019
7092, 70.92, 0.100000, 1.000000, 0.000007, 0.104721, -0.000020, -0.000020, -0.000004, -0.000020, -0.000004, 1.000000, 3.141595, 0.100000, 0.000047, 3.141595, 0.000047, 0.000007, 0.104721, -0.000020
7093, 70.93, 0.100000, 1.000000, 0.000007, 0.104721, -0.000021, -0.000020, -0.000004, -0.000021, -0.000004, 1.000000, 3.141595, 0.100000, 0.000046, 3.141595, 0.000046, 0.000007, 0.104721, -0.000020
7094, 70.94, 0.100000, 1.000000, 0.000006, 0.104721, -0.000022, -0.000020, -0.000005, -0.000022, -0.000005, 1.000000, 3.141596, 0.100000, 0.000046, 3.141596, 0.000046, 0.000006, 0.104721, -0.000020
7095, 70.95, 0.100000, 1.000000, 0.000006, 0.104722, -0.000022, -0.000020, -0.000005, -0.000022, -0.000005, 1.000000, 3.141596, 0.100000, 0.000045, 3.141596, 0.000045, 0.000006, 0.104722, -0.000020
7096, 70.96, 0.100000, 1.000000, 0.000006, 0.104722, -0.000023, -0.000020, -0.000006, -0.000023, -0.000006, 1.000000, 3.141597, 0.100000, 0.000045, 3.141597, 0.000045, 0.000006, 0.104722, -0.000020
7097, 70.97, 0.100000, 1.000000, 0.000006, 0.104722, -0.000024, -0.000020, -0.000006, -0.000024, -0.000006, 1.000000, 3.141597, 0.100000, 0.000044, 3.141597, 0.000044, 0.000006, 0.104722, -0.000020
7098, 70.98, 0.100000, 1.000000, 0.000005, 0.104722, -0.000024, -0.000021, -0.000007, -0.000024, -0.000007, 1.000000, 3.141597, 0.100000, 0.000043, 3.141597, 0.000043, 0.000005, 0.104722, -0.000021
7099, 70.99, 0.100000, 1.000000, 0.000005, 0.104722, -0.000025, -0.000021, -0.000007, -0.000025, -0.000007, 1.000000, 3.141598, 0.100000, 0.000043, 3.141598, 0.000043, 0.000005, 0.104722, -0.000021
7100, 71, 0.100000, 1.000000, 0.000005, 0.104722, -0.000025, -0.000021, -0.000008, -0.000025, -0.000008, 1.000000, 3.141598, 0.100000, 0.000042, 3.141598, 0.000042, 0.000005, 0.104722, -0.000021
7101, 71.01, 0.100000, 1.000000, 0.000005, 0.104722, -0.000026, -0.000021, -0.000008, -0.000026, -0.000008, 1.000000, 3.141599, 0.100000, 0.000041, 3.141599, 0.000041, 0.000005, 0.104722, -0.000021
7102, 71.02, 0.100000, 1.000000, 0.000004, 0.104722, -0.000026, -0.000021, -0.000008, -0.000026, -0.000008, 1.000000, 3.141599, 0.100000, 0.000040, 3.141599, 0.000040, 0.000004, 0.104722, -0.000021
7103, 71.03, 0.100000, 1.000000, 0.000004, 0.104722, -0.000027, -0.000021, -0.000009, -0.000027, -0.000009, 1.000000, 3.141599, 0.100000, 0.000039, 3.141599, 0.000039, 0.000004, 0.104722, -0.000021
7104, 71.04, 0.100000, 1.000000, 0.000004, 0.104722, -0.000027, -0.000021, -0.000009, -0.000027, -0.000009, 1.000000, 3.141600, 0.100000, 0.000038, 3.141600, 0.000038, 0.000004, 0.104722, -0.000021
7105, 71.05, 0.100000, 1.000000, 0.000004, 0.104722, -0.000027, -0.000021, -0.000010, -0.000027, -0.000010, 1.000000, 3.141600, 0.100000, 0.000038, 3.141600, 0.000038, 0.000004, 0.104722, -0.000021
7106, 71.06, 0.100000, 1.000000, 0.000003, 0.104722, -0.000028, -0.000021, -0.000010, -0.000028, -0.000010, 1.000000, 3.141601, 0.100000, 0.000037, 3.141601, 0.000037, 0.000003, 0.104722, -0.000021
7107, 71.07, 0.100000, 1.000000, 0.000003, 0.104722, -0.000028, -0.000020, -0.000011, -0.000028, -0.000011, 1.000000, 3.141601, 0.100000, 0.000035, 3.141601, 0.000035, 0.000003, 0.104722, -0.000020
7108, 71.08, 0.100000, 1.000000, 0.000003, 0.104722, -0.000028, -0.000020, -0.000011, -0.000028, -0.000011, 1.000000, 3.141601, 0.100000, 0.000034, 3.141601, 0.000034, 0.000003, 0.104722, -0.000020
7109, 71.09, 0.100000, 1.000000, 0.000002, 0.104722, -0.000028, -0.000020, -0.000011, -0.000028, -0.000011, 1.000000, 3.141602, 0.100000, 0.000033, 3.141602, 0.000033, 0.000002, 0.104722, -0.000020
7110, 71.1, 0.100000, 1.000000, 0.000002, 0.104722, -0.000029, -0.000020, -0.000012, -0.000029, -0.000012, 1.000000, 3.141602, 0.100000, 0.000032, 3.141602, 0.000032, 0.000002, 0.104722, -0.000020
7111, 71.11, 0.100000, 1.000000, 0.000002, 0.104722, -0.000029, -0.000020, -0.000012, -0.000029, -0.000012, 1.000000, 3.141602, 0.100000, 0.000031, 3.141602, 0.000031, 0.000002, 0.104722, -0.000020
7112, 71.12, 0.100000, 1.000000, 0.000002, 0.104722, -0.000029, -0.000019, -0.000012, -0.000029, -0.000012, 1.000000, 3.141603, 0.100000, 0.000030, 3.141603, 0.000030, 0.000002, 0.104722, -0.000019
7113, 71.13, 0.100000, 1.000000, 0.000001, 0.104722, -0.000029, -0.000019, -0.000013, -0.000029, -0.000013, 1.000000, 3.141603, 0.100000, 0.000028, 3.141603, 0.000028, 0.000001, 0.104722, -0.000019
7114, 71.14, 0.100000, 1.000000, 0.000001, 0.104722, -0.000029, -0.000019, -0.000013, -0.000029, -0.000013, 1.000000, 3.141603, 0.100000, 0.000027, 3.141603, 0.000027, 0.000001, 0.104722, -0.000019
7115, 71.15, 0.100000, 1.000000, 0.000001, 0.104722, -0.000029, -0.000019, -0.000013, -0.000029, -0.000013, 1.000000, 3.141603, 0.100000, 0.000026, 3.141603, 0.000026, 0.000001, 0.104722, -0.000019
7116, 71.16, 0.100000, 1.000000, 0.000000, 0.104722, -0.000029, -0.000018, -0.000013, -0.000029, -0.000013, 1.000000, 3.141604, 0.100000, 0.000024, 3.141604, 0.000024, 0.000000, 0.104722, -0.000018
7117, 71.17, 0.100000, 1.000000, 0.000000, 0.104722, -0.000029, -0.000018, -0.000014, -0.000029, -0.000014, 1.000000, 3.141604, 0.100000, 0.000023, 3.141604, 0.000023, 0.000000, 0.104722, -0.000018
7118, 71.18, 0.100000, 1.000000, -0.000000, 0.104722, -0.000029, -0.000018, -0.000014, -0.000029, -0.000014, 1.000000, 3.141604, 0.100000, 0.000022, 3.141604, 0.000022, -0.000000, 0.104722, -0.000018
7119, 71.19, 0.100000, 1.000000, -0.000000, 0.104722, -0.000029, -0.000017, -0.000014, -0.000029, -0.000014, 1.000000, 3.141604, 0.100000, 0.000020, 3.141604, 0.000020, -0.000000, 0.104722, -0.000017
7120, 71.2, 0.100000, 1.000000, -0.000001, 0.104722, -0.000028, -0.000017, -0.000014, -0.000028, -0.000014, 1.000000, 3.141604, 0.100000, 0.000019, 3.141604, 0.000019, -0.000001, 0.104722, -0.000017
7121, 71.21, 0.100000, 1.000000, -0.000001, 0.104722, -0.000028, -0.000016, -0.000014, -0.000028, -0.000014, 1.000000, 3.141605, 0.100000, 0.000017, 3.141605, 0.000017, -0.000001, 0.104722, -0.000016
7122, 71.22, 0.100000, 1.000000, -0.000001, 0.104722, -0.000028, -0.000016, -0.000015, -0.000028, -0.000015, 1.000000, 3.141605, 0.100000, 0.000016, 3.141605, 0.000016, -0.000001, 0.104722, -0.000016
7123, 71.23, 0.100000, 1.000000, -0.000002, 0.104722, -0.000028, -0.000016, -0.000015, -0.000028, -0.000015, 1.000000, 3.141605, 0.100000, 0.000015, 3.141605, 0.000015, -0.000002, 0.104722, -0.000016
7124, 71.24, 0.100000, 1.000000, -0.000002, 0.104722, -0.000028, -0.000015, -0.000015, -0.000028, -0.000015, 1.000000, 3.141605, 0.100000, 0.000013, 3.141605, 0.000013, -0.000002, 0.104722, -0.000015
7125, 71.25, 0.100000, 1.000000, -0.000002, 0.104722, -0.000027, -0.000015, -0.000015, -0.000027, -0.000015, 1.000000, 3.141605, 0.100000, 0.000012, 3.141605, 0.000012, -0.000002, 0.104722, -0.000015
7126, 71.26, 0.100000, 1.000000, -0.000002, 0.104722, -0.000027, -0.000014, -0.000015, -0.000027, -0.000015, 1.000000, 3.141605, 0.100000, 0.000010, 3.141605, 0.000010, -0.000002, 0.104722, -0.000014
7127, 71.27, 0.100000, 1.000000, -0.000003, 0.104722, -0.000026, -0.000014, -0.000015, -0.000026, -0.000015, 1.000000, 3.141605, 0.100000, 0.000009, 3.141605, 0.000009, -0.000003, 0.104722, -0.000014
7128, 71.28, 0.100000, 1.000000, -0.000003, 0.104722, -0.000026, -0.000013, -0.000015, -0.000026, -0.000015, 1.000000, 3.141605, 0.100000, 0.000007, 3.141605, 0.000007, -0.000003, 0.104722, -0.000013
7129, 71.29, 0.100000, 1.000000, -0.000003, 0.104722, -0.000026, -0.000013, -0.000015, -0.000026, -0.000015, 1.000000, 3.141605, 0.100000, 0.000006, 3.141605, 0.000006, -0.000003, 0.104722, -0.000013
7130, 71.3, 0.100000, 1.000000, -0.000003, 0.104722, -0.000025, -0.000012, -0.000015, -0.000025, -0.000015, 1.000000, 3.141606, 0.100000, 0.000004, 3.141606, 0.000004, -0.000003, 0.104722, -0.000012
7131, 71.31, 0.100000, 1.000000, -0.000004, 0.104722, -0.000025, -0.000011, -0.000015, -0.000025, -0.000015, 1.000000, 3.141606, 0.100000, 0.000002, 3.141606, 0.000002, -0.000004, 0.104722, -0.000011
7132, 71.32, 0.100000, 1.000000, -0.000004, 0.104722, -0.000024, -0.000011, -0.000015, -0.000024, -0.000015, 1.000000, 3.141606, 0.100000, 0.000001, 3.141606, 0.000001, -0.000004, 0.104722, -0.000011
7133, 71.33, 0.100000, 1.000000, -0.000004, 0.104722, -0.000024, -0.000010, -0.000015, -0.000024, -0.000015, 1.000000, 3.141606, 0.100000, -0.000001, 3.141606, -0.000001, -0.000004, 0.104722, -0.000010
7134, 71.34, 0.100000, 1.000000, -0.000004, 0.104722, -0.000023, -0.000010, -0.000015, -0.000023, -0.000015, 1.000000, 3.141606, 0.100000, -0.000002, 3.141606, -0.000002, -0.000004, 0.104722, -0.000010
7135, 71.35, 0.100000, 1.000000, -0.000005, 0.104722, -0.000022, -0.000009, -0.000015, -0.000022, -0.000015, 1.000000, 3.141605, 0.100000, -0.000004, 3.141605, -0.000004, -0.000005, 0.104722, -0.000009
7136, 71.36, 0.100000, 1.000000, -0.000005, 0.104722, -0.000022, -0.000009, -0.000015, -0.000022, -0.000015, 1.000000, 3.141605, 0.100000, -0.000005, 3.141605, -0.000005, -0.000005, 0.104722, -0.000009
7137, 71.37, 0.100000, 1.000000, -0.000005, 0.104722, -0.000021, -0.000008, -0.000015, -0.000021, -0.000015, 1.000000, 3.141605, 0.100000, -0.000006, 3.141605, -0.000006, -0.000005, 0.104722, -0.000008
7138, 71.38, 0.100000, 1.000000, -0.000005, 0.104722, -0.000021, -0.000007, -0.000015, -0.000021, -0.000015, 1.000000, 3.141605, 0.100000, -0.000008, 3.141605, -0.000008, -0.000005, 0.104722, -0.000007
7139, 71.39, 0.100000, 1.000000, -0.000005, 0.104722, -0.000020, -0.000007, -0.000014, -0.000020, -0.000014, 1.000000, 3.141605, 0.100000, -0.000009, 3.141605, -0.000009, -0.000005, 0.104722, -0.000007
7140, 71.4, 0.100000, 1.000000, -0.000006, 0.104722, -0.000019, -0.000006, -0.000014, -0.000019, -0.000014, 1.000000, 3.141605, 0.100000, -0.000011, 3.141605, -0.000011, -0.000006, 0.104722, -0.000006
7141, 71.41, 0.100000, 1.000000, -0.000006, 0.104721, -0.000018, -0.000005, -0.000014, -0.000018, -0.000014, 1.000000, 3.141605, 0.100000, -0.000012, 3.141605, -0.000012, -0.000006, 0.104721, -0.000005
7142, 71.42, 0.100000, 1.000000, -0.000006, 0.104721, -0.000018, -0.000005, -0.000014, -0.000018, -0.000014, 1.000000, 3.141605, 0.100000, -0.000014, 3.141605, -0.000014, -0.000006, 0.104721, -0.000005
7143, 71.43, 0.100000, 1.000000, -0.000006, 0.104721, -0.000017, -0.000004, -0.000014, -0.000017, -0.000014, 1.000000, 3.141605, 0.100000, -0.000015, 3.141605, -0.000015, -0.000006, 0.104721, -0.000004
7144, 71.44, 0.100000, 1.000000, -0.000006, 0.104721, -0.000016, -0.000003, -0.000013, -0.000016, -0.000013, 1.000000, 3.141605, 0.100000, -0.000016, 3.141605, -0.000016, -0.000006, 0.104721, -0.000003
7145, 71.45, 0.100000, 1.000000, -0.000006, 0.104721, -0.000015, -0.000003, -0.000013, -0.000015, -0.000013, 1.000000, 3.141604, 0.100000, -0.000018, 3.141604, -0.000018, -0.000006, 0.104721, -0.000003
7146, 71.46, 0.100000, 1.000000, -0.000007, 0.104721, -0.000015, -0.000002, -0.000013, -0.000015, -0.000013, 1.000000, 3.141604, 0.100000, -0.000019, 3.141604, -0.000019, -0.000007, 0.104721, -0.000002
7147, 71.47, 0.100000, 1.000000, -0.000007, 0.104721, -0.000014, -0.000001, -0.000013, -0.000014, -0.000013, 1.000000, 3.141604, 0.100000, -0.000020, 3.141604, -0.000020, -0.000007, 0.104721, -0.000001
7148, 71.48, 0.100000, 1.000000, -0.000007, 0.104721, -0.000013, -0.000001, -0.000012, -0.000013, -0.000012, 1.000000, 3.141604, 0.100000, -0.000021, 3.141604, -0.000021, -0.000007, 0.104721, -0.000001
7149, 71.49, 0.100000, 1.000000, -0.000007, 0.104721, -0.000012, -0.000000, -0.000012, -0.000012, -0.000012, 1.000000, 3.141604, 0.100000, -0.000023, 3.141604, -0.000023, -0.000007, 0.104721, -0.000000
7150, 71.5, 0.100000, 1.000000, -0.000007, 0.104721, -0.000011, 0.000001, -0.000012, -0.000011, -0.000012, 1.000000, 3.141603, 0.100000, -0.000024, 3.141603, -0.000024, -0.000007, 0.104721, 0.000001
7151, 71.51, 0.100000, 1.000000, -0.000007, 0.104721, -0.000010, 0.000001, -0.000012, -0.000010, -0.000012, 1.000000, 3.141603, 0.100000, -0.000025, 3.141603, -0.000025, -0.000007, 0.104721, 0.000001
7152, 71.52, 0.100000, 1.000000, -0.000007, 0.104721, -0.000009, 0.000002, -0.000011, -0.000009, -0.000011, 1.000000, 3.141603, 0.100000, -0.000026, 3.141603, -0.000026, -0.000007, 0.104721, 0.000002
7153, 71.53, 0.100000, 1.000000, -0.000007, 0.104721, -0.000009, 0.000002, -0.000011, -0.000009, -0.000011, 1.000000, 3.141602, 0.100000, -0.000027, 3.141602, -0.000027, -0.000007, 0.104721, 0.000002
7154, 71.54, 0.100000, 1.000000, -0.000007, 0.104721, -0.000008, 0.000003, -0.000010, -0.000008, -0.000010, 1.000000, 3.141602, 0.100000, -0.000028, 3.141602, -0.000028, -0.000007, 0.104721, 0.000003
7155, 71.55, 0.100000, 1.000000, -0.000008, 0.104720, -0.000007, 0.000004, -0.000010, -0.000007, -0.000010, 1.000000, 3.141602, 0.100000, -0.000029, 3.141602, -0.000029, -0.000008, 0.104720, 0.000004
7156, 71.56, 0.100000, 1.000000, -0.000008, 0.104720, -0.000006, 0.000004, -0.000010, -0.000006, -0.000010, 1.000000, 3.141602, 0.100000, -0.000030, 3.141602, -0.000030, -0.000008, 0.104720, 0.000004
7157, 71.57, 0.100000, 1.000000, -0.000008, 0.104720, -0.000005, 0.000005, -0.000009, -0.000005, -0.000009, 1.000000, 3.141601, 0.100000, -0.000031, 3.141601, -0.000031, -0.000008, 0.104720, 0.000005
7158, 71.58, 0.100000, 1.000000, -0.000008, 0.104720, -0.000004, 0.000006, -0.000009, -0.000004, -0.000009, 1.000000, 3.141601, 0.100000, -0.000032, 3.141601, -0.000032, -0.000008, 0.104720, 0.000006
7159, 71.59, 0.100000, 1.000000, -0.000008, 0.104720, -0.000003, 0.000006, -0.000009, -0.000003, -0.000009, 1.000000, 3.141601, 0.100000, -0.000033, 3.141601, -0.000033, -0.000008, 0.104720, 0.000006
7160, 71.6, 0.100000, 1.000000, -0.000008, 0.104720, -0.000002, 0.000007, -0.000008, -0.000002, -0.000008, 1.000000, 3.141600, 0.100000, -0.000034, 3.141600, -0.000034, -0.000008, 0.104720, 0.000007
7161, 71.61, 0.100000, 1.000000, -0.000008, 0.104720, -0.000001, 0.000007, -0.000008, -0.000001, -0.000008, 1.000000, 3.141600, 0.100000, -0.000035, 3.141600, -0.000035, -0.000008, 0.104720, 0.000007
7162, 71.62, 0.100000, 1.000000, -0.000008, 0.104720, -0.000000, 0.000008, -0.000007, -0.000000, -0.000007, 1.000000, 3.141600, 0.100000, -0.000035, 3.141600, -0.000035, -0.000008, 0.104720, 0.000008
7163, 71.63, 0.100000, 1.000000, -0.000008, 0.104720, 0.000001, 0.000008, -0.000007, 0.000001, -0.000007, 1.000000, 3.141599, 0.100000, -0.000036, 3.141599, -0.000036, -0.000008, 0.104720, 0.000008
7164, 71.64, 0.100000, 1.000000, -0.000008, 0.104720, 0.000001, 0.000009, -0.000006, 0.000001, -0.000006, 1.000000, 3.141599, 0.100000, -0.000037, 3.141599, -0.000037, -0.000008, 0.104720, 0.000009
7165, 71.65, 0.100000, 1.000000, -0.000008, 0.104720, 0.000002, 0.000010, -0.000006, 0.000002, -0.000006, 1.000000, 3.141599, 0.100000, -0.000037, 3.141599, -0.000037, -0.000008, 0.104720, 0.000010
7166, 71.66, 0.100000, 1.000000, -0.000008, 0.104720, 0.000003, 0.000010, -0.000006, 0.000003, -0.000006, 1.000000, 3.141598, 0.100000, -0.000038, 3.141598, -0.000038, -0.000008, 0.104720, 0.000010
7167, 71.67, 0.100000, 1.000000, -0.000008, 0.104720, 0.000004, 0.000011, -0.000005, 0.000004, -0.000005, 1.000000, 3.141598, 0.100000, -0.000038, 3.141598, -0.000038, -0.000008, 0.104720, 0.000011
7168, 71.68, 0.100000, 1.000000, -0.000008, 0.104719, 0.000005, 0.000011, -0.000005, 0.000005, -0.000005, 1.000000, 3.141597, 0.100000, -0.000039, 3.141597, -0.000039, -0.000008, 0.104719, 0.000011
7169, 71.69, 0.100000, 1.000000, -0.000008, 0.104719, 0.000006, 0.000012, -0.000004, 0.000006, -0.000004, 1.000000, 3.141597, 0.100000, -0.000039, 3.141597, -0.000039, -0.000008, 0.104719, 0.000012
7170, 71.7, 0.100000, 1.000000, -0.000007, 0.104719, 0.000007, 0.000012, -0.000004, 0.000007, -0.000004, 1.000000, 3.141597, 0.100000, -0.000039, 3.141597, -0.000039, -0.000007, 0.104719, 0.000012
7171, 71.71, 0.100000, 1.000000, -0.000007, 0.104719, 0.000008, 0.000012, -0.000003, 0.000008, -0.000003, 1.000000, 3.141596, 0.100000, -0.000040, 3.141596, -0.000040, -0.000007, 0.104719, 0.000012
7172, 71.72, 0.100000, 1.000000, -0.000007, 0.104719, 0.000008, 0.000013, -0.000003, 0.000008, -0.000003, 1.000000, 3.141596, 0.100000, -0.000040, 3.141596, -0.000040, -0.000007, 0.104719, 0.000013
7173, 71.73, 0.100000, 1.000000, -0.000007, 0.104719, 0.000009, 0.000013, -0.000002, 0.000009, -0.000002, 1.000000, 3.141595, 0.100000, -0.000040, 3.141595, -0.000040, -0.000007, 0.104719, 0.000013
7174, 71.74, 0.100000, 1.000000, -0.000007, 0.104719, 0.000010, 0.000014, -0.000002, 0.000010, -0.000002, 1.000000, 3.141595, 0.100000, -0.000040, 3.141595, -0.000040, -0.000007, 0.104719, 0.000014
7175, 71.75, 0.100000, 1.000000, -0.000007, 0.104719, 0.000011, 0.000014, -0.000001, 0.000011, -0.000001, 1.000000, 3.141595, 0.100000, -0.000041, 3.141595, -0.000041, -0.000007, 0.104719, 0.000014
7176, 71.76, 0.100000, 1.000000, -0.000007, 0.104719, 0.000012, 0.000014, -0.000001, 0.000012, -0.000001, 1.000000, 3.141594, 0.100000, -0.000041, 3.141594, -0.000041, -0.000007, 0.104719, 0.000014
7177, 71.77, 0.100000, 1.000000, -0.000007, 0.104719, 0.000012, 0.000015, -0.000000, 0.000012, -0.000000, 1.000000, 3.141594, 0.100000, -0.000041, 3.141594, -0.000041, -0.000007, 0.104719, 0.000015
7178, 71.78, 0.100000, 1.000000, -0.000007, 0.104719, 0.000013, 0.000015, 0.000000, 0.000013, 0.000000, 1.000000, 3.141593, 0.100000, -0.000041, 3.141593, -0.000041, -0.000007, 0.104719, 0.000015
7179, 71.79, 0.100000, 1.000000, -0.000007, 0.104719, 0.000014, 0.000015, 0.000001, 0.000014, 0.000001, 1.000000, 3.141593, 0.100000, -0.000041, 3.141593, -0.000041, -0.000007, 0.104719, 0.000015
7180, 71.8, 0.100000, 1.000000, -0.000006, 0.104719, 0.000015, 0.000016, 0.000001, 0.000015, 0.000001, 1.000000, 3.141593, 0.100000, -0.000041, 3.141593, -0.000041, -0.000006, 0.104719, 0.000016
7181, 71.81, 0.100000, 1.000000, -0.000006, 0.104719, 0.000015, 0.000016, 0.000002, 0.000015, 0.000002, 1.000000, 3.141592, 0.100000, -0.000040, 3.141592, -0.000040, -0.000006, 0.104719, 0.000016
7182, 71.82, 0.100000, 1.000000, -0.000006, 0.104719, 0.000016, 0.000016, 0.000002, 0.000016, 0.000002, 1.000000, 3.141592, 0.100000, -0.000040, 3.141592, -0.000040, -0.000006, 0.104719, 0.000016
7183, 71.83, 0.100000, 1.000000, -0.000006, 0.104718, 0.000017, 0.000016, 0.000003, 0.000017, 0.000003, 1.000000, 3.141591, 0.100000, -0.000040, 3.141591, -0.000040, -0.000006, 0.104718, 0.000016
7184, 71.84, 0.100000, 1.000000, -0.000006, 0.104718, 0.000017, 0.000017, 0.000003, 0.000017, 0.000003, 1.000000, 3.141591, 0.100000, -0.000040, 3.141591, -0.000040, -0.000006, 0.104718, 0.000017
7185, 71.85, 0.100000, 1.000000, -0.000006, 0.104718, 0.000018, 0.000017, 0.000003, 0.000018, 0.000003, 1.000000, 3.141591, 0.100000, -0.000039, 3.141591, -0.000039, -0.000006, 0.104718, 0.000017
